study,rep,subject,sex,date,session,pair,small_num,large_num,large_side,small_birds,large_birds,choice,choose_larger
Social,1,Flute,Female,2020-08-24T00:00:00Z,65,2-6,2,6,R,Cash Quince,Fox Ariel Mork Egeus Mulder Sebastian,R,1
Social,1,Juan,Male,2020-08-24T00:00:00Z,65,2-6,2,6,R,Cash Quince,Fox Ariel Mork Egeus Mulder Sebastian,R,1
Social,1,Black Elk,Male,2020-08-24T00:00:00Z,65,2-6,2,6,R,Cash Quince,Fox Ariel Mork Egeus Mulder Sebastian,R,1
Social,1,Basil,Male,2020-08-24T00:00:00Z,65,2-6,2,6,R,Cash Quince,Fox Ariel Mork Egeus Mulder Sebastian,R,1
Social,1,Flute,Female,2020-08-25T00:00:00Z,66,3-4,3,4,L,Cash Zappa Quince,Mork Egeus Mulder Fox,R,0
Social,1,Robin,Female,2020-08-25T00:00:00Z,66,3-4,3,4,L,Cash Zappa Quince,Mork Egeus Mulder Fox,R,0
Social,1,Juniper,Female,2020-08-25T00:00:00Z,66,3-4,3,4,L,Cash Zappa Quince,Mork Egeus Mulder Fox,R,0
Social,1,Rooster,Male,2020-08-25T00:00:00Z,66,3-4,3,4,L,Cash Zappa Quince,Mork Egeus Mulder Fox,R,0
Social,1,Black Elk,Male,2020-08-25T00:00:00Z,66,3-4,3,4,L,Cash Zappa Quince,Mork Egeus Mulder Fox,R,0
Social,1,Hippolyta,Female,2020-08-25T00:00:00Z,66,3-4,3,4,L,Cash Zappa Quince,Mork Egeus Mulder Fox,R,0
Social,1,Dill,Male,2020-08-25T00:00:00Z,66,3-4,3,4,L,Cash Zappa Quince,Mork Egeus Mulder Fox,L,1
Social,1,Basil,Male,2020-08-25T00:00:00Z,66,3-4,3,4,L,Cash Zappa Quince,Mork Egeus Mulder Fox,L,1
Social,1,Juan,Male,2020-08-25T00:00:00Z,66,3-4,3,4,L,Cash Zappa Quince,Mork Egeus Mulder Fox,R,0
Social,1,Chicklet,Male,2020-08-25T00:00:00Z,66,3-4,3,4,L,Cash Zappa Quince,Mork Egeus Mulder Fox,R,0
Social,1,Rooster,Male,2020-08-26T00:00:00Z,67,2-4,2,4,L,Quince Hagrid,Egeus Fox Mork Ariel,R,0
Social,1,Robin,Female,2020-08-26T00:00:00Z,67,2-4,2,4,L,Quince Hagrid,Egeus Fox Mork Ariel,L,1
Social,1,Chicklet,Male,2020-08-26T00:00:00Z,67,2-4,2,4,L,Quince Hagrid,Egeus Fox Mork Ariel,R,0
Social,1,Dill,Male,2020-08-26T00:00:00Z,67,2-4,2,4,L,Quince Hagrid,Egeus Fox Mork Ariel,L,1
Social,1,Hippolyta,Female,2020-08-26T00:00:00Z,67,2-4,2,4,L,Quince Hagrid,Egeus Fox Mork Ariel,L,1
Social,1,Black Elk,Male,2020-08-26T00:00:00Z,67,2-4,2,4,L,Quince Hagrid,Egeus Fox Mork Ariel,R,0
Social,1,Juan,Male,2020-08-26T00:00:00Z,67,2-4,2,4,L,Quince Hagrid,Egeus Fox Mork Ariel,R,0
Social,1,Flute,Female,2020-08-26T00:00:00Z,67,2-4,2,4,L,Quince Hagrid,Egeus Fox Mork Ariel,R,0
Social,1,Juniper,Female,2020-08-26T00:00:00Z,67,2-4,2,4,L,Quince Hagrid,Egeus Fox Mork Ariel,R,0
Social,1,Basil,Male,2020-08-26T00:00:00Z,67,2-4,2,4,L,Quince Hagrid,Egeus Fox Mork Ariel,R,0
Social,1,Juan,Male,2020-08-27T00:00:00Z,68,1-2,1,2,R,Saffron,Fox Mork,L,0
Social,1,Rooster,Male,2020-08-27T00:00:00Z,68,1-2,1,2,R,Saffron,Fox Mork,R,1
Social,1,Chicklet,Male,2020-08-27T00:00:00Z,68,1-2,1,2,R,Saffron,Fox Mork,R,1
Social,1,Basil,Male,2020-08-27T00:00:00Z,68,1-2,1,2,R,Saffron,Fox Mork,L,0
Social,1,Juniper,Female,2020-08-27T00:00:00Z,68,1-2,1,2,R,Saffron,Fox Mork,L,0
Social,1,Black Elk,Male,2020-08-27T00:00:00Z,68,1-2,1,2,R,Saffron,Fox Mork,R,1
Social,1,Flute,Female,2020-08-27T00:00:00Z,68,1-2,1,2,R,Saffron,Fox Mork,L,0
Social,1,Robin,Female,2020-08-27T00:00:00Z,68,1-2,1,2,R,Saffron,Fox Mork,L,0
Social,1,Dill,Male,2020-08-27T00:00:00Z,68,1-2,1,2,R,Saffron,Fox Mork,L,0
Social,1,Hippolyta,Female,2020-08-27T00:00:00Z,68,1-2,1,2,R,Saffron,Fox Mork,R,1
Social,1,Robin,Female,2020-08-28T00:00:00Z,69,2-3,2,3,L,Zappa Quince,Ariel Mork Sebastian,L,1
Social,1,Flute,Female,2020-08-28T00:00:00Z,69,2-3,2,3,L,Zappa Quince,Ariel Mork Sebastian,R,0
Social,1,Hippolyta,Female,2020-08-28T00:00:00Z,69,2-3,2,3,L,Zappa Quince,Ariel Mork Sebastian,R,0
Social,1,Chicklet,Male,2020-08-28T00:00:00Z,69,2-3,2,3,L,Zappa Quince,Ariel Mork Sebastian,L,1
Social,1,Juan,Male,2020-08-28T00:00:00Z,69,2-3,2,3,L,Zappa Quince,Ariel Mork Sebastian,L,1
Social,1,Black Elk,Male,2020-08-28T00:00:00Z,69,2-3,2,3,L,Zappa Quince,Ariel Mork Sebastian,L,1
Social,1,Juniper,Female,2020-08-28T00:00:00Z,69,2-3,2,3,L,Zappa Quince,Ariel Mork Sebastian,L,1
Social,1,Basil,Male,2020-08-28T00:00:00Z,69,2-3,2,3,L,Zappa Quince,Ariel Mork Sebastian,L,1
Social,1,Dill,Male,2020-08-28T00:00:00Z,69,2-3,2,3,L,Zappa Quince,Ariel Mork Sebastian,L,1
Social,1,Rooster,Male,2020-08-28T00:00:00Z,69,2-3,2,3,L,Zappa Quince,Ariel Mork Sebastian,R,0
Social,1,Chicklet,Male,2020-08-31T00:00:00Z,70,1-6,1,6,R,Zappa,Fox Ariel Mulder Sebastian Mork Egeus,R,1
Social,1,Juniper,Female,2020-08-31T00:00:00Z,70,1-6,1,6,R,Zappa,Fox Ariel Mulder Sebastian Mork Egeus,R,1
Social,1,Robin,Female,2020-08-31T00:00:00Z,70,1-6,1,6,R,Zappa,Fox Ariel Mulder Sebastian Mork Egeus,L,0
Social,1,Rooster,Male,2020-08-31T00:00:00Z,70,1-6,1,6,R,Zappa,Fox Ariel Mulder Sebastian Mork Egeus,R,1
Social,1,Hippolyta,Female,2020-08-31T00:00:00Z,70,1-6,1,6,R,Zappa,Fox Ariel Mulder Sebastian Mork Egeus,L,0
Social,1,Basil,Male,2020-08-31T00:00:00Z,70,1-6,1,6,R,Zappa,Fox Ariel Mulder Sebastian Mork Egeus,R,1
Social,1,Dill,Male,2020-08-31T00:00:00Z,70,1-6,1,6,R,Zappa,Fox Ariel Mulder Sebastian Mork Egeus,L,0
Social,1,Juan,Male,2020-08-31T00:00:00Z,70,1-6,1,6,R,Zappa,Fox Ariel Mulder Sebastian Mork Egeus,R,1
Social,1,Flute,Female,2020-08-31T00:00:00Z,70,1-6,1,6,R,Zappa,Fox Ariel Mulder Sebastian Mork Egeus,R,1
Social,1,Black Elk,Male,2020-08-31T00:00:00Z,70,1-6,1,6,R,Zappa,Fox Ariel Mulder Sebastian Mork Egeus,R,1
Social,1,Basil,Male,2020-09-01T00:00:00Z,71,0-1,0,1,L,0,Ariel,R,0
Social,1,Hippolyta,Female,2020-09-01T00:00:00Z,71,0-1,0,1,L,0,Ariel,R,0
Social,1,Dill,Male,2020-09-01T00:00:00Z,71,0-1,0,1,L,0,Ariel,L,1
Social,1,Flute,Female,2020-09-01T00:00:00Z,71,0-1,0,1,L,0,Ariel,R,0
Social,1,Juan,Male,2020-09-01T00:00:00Z,71,0-1,0,1,L,0,Ariel,L,1
Social,1,Black Elk,Male,2020-09-01T00:00:00Z,71,0-1,0,1,L,0,Ariel,R,0
Social,1,Chicklet,Male,2020-09-01T00:00:00Z,71,0-1,0,1,L,0,Ariel,L,1
Social,1,Robin,Female,2020-09-01T00:00:00Z,71,0-1,0,1,L,0,Ariel,L,1
Social,1,Rooster,Male,2020-09-01T00:00:00Z,71,0-1,0,1,L,0,Ariel,R,0
Social,1,Juniper,Female,2020-09-01T00:00:00Z,71,0-1,0,1,L,0,Ariel,L,1
Social,1,Black Elk,Male,2020-09-02T00:00:00Z,72,1-5,1,5,L,Hagrid,Egeus Fox Ariel Mulder Sebastian,R,0
Social,1,Hippolyta,Female,2020-09-02T00:00:00Z,72,1-5,1,5,L,Hagrid,Egeus Fox Ariel Mulder Sebastian,L,1
Social,1,Flute,Female,2020-09-02T00:00:00Z,72,1-5,1,5,L,Hagrid,Egeus Fox Ariel Mulder Sebastian,R,0
Social,1,Juan,Male,2020-09-02T00:00:00Z,72,1-5,1,5,L,Hagrid,Egeus Fox Ariel Mulder Sebastian,L,1
Social,1,Chicklet,Male,2020-09-02T00:00:00Z,72,1-5,1,5,L,Hagrid,Egeus Fox Ariel Mulder Sebastian,R,0
Social,1,Dill,Male,2020-09-02T00:00:00Z,72,1-5,1,5,L,Hagrid,Egeus Fox Ariel Mulder Sebastian,R,0
Social,1,Basil,Male,2020-09-02T00:00:00Z,72,1-5,1,5,L,Hagrid,Egeus Fox Ariel Mulder Sebastian,L,1
Social,1,Robin,Female,2020-09-02T00:00:00Z,72,1-5,1,5,L,Hagrid,Egeus Fox Ariel Mulder Sebastian,L,1
Social,1,Juniper,Female,2020-09-02T00:00:00Z,72,1-5,1,5,L,Hagrid,Egeus Fox Ariel Mulder Sebastian,L,1
Social,1,Rooster,Male,2020-09-02T00:00:00Z,72,1-5,1,5,L,Hagrid,Egeus Fox Ariel Mulder Sebastian,R,0
Social,1,Dill,Male,2020-09-03T00:00:00Z,73,0-3,0,3,R,0,Mork Mulder Ariel,L,0
Social,1,Juniper,Female,2020-09-03T00:00:00Z,73,0-3,0,3,R,0,Mork Mulder Ariel,L,0
Social,1,Robin,Female,2020-09-03T00:00:00Z,73,0-3,0,3,R,0,Mork Mulder Ariel,L,0
Social,1,Black Elk,Male,2020-09-03T00:00:00Z,73,0-3,0,3,R,0,Mork Mulder Ariel,L,0
Social,1,Basil,Male,2020-09-03T00:00:00Z,73,0-3,0,3,R,0,Mork Mulder Ariel,R,1
Social,1,Juan,Male,2020-09-03T00:00:00Z,73,0-3,0,3,R,0,Mork Mulder Ariel,L,0
Social,1,Chicklet,Male,2020-09-03T00:00:00Z,73,0-3,0,3,R,0,Mork Mulder Ariel,L,0
Social,1,Flute,Female,2020-09-03T00:00:00Z,73,0-3,0,3,R,0,Mork Mulder Ariel,R,1
Social,1,Rooster,Male,2020-09-03T00:00:00Z,73,0-3,0,3,R,0,Mork Mulder Ariel,R,1
Social,1,Hippolyta,Female,2020-09-03T00:00:00Z,73,0-3,0,3,R,0,Mork Mulder Ariel,R,1
Social,1,Hippolyta,Female,2020-09-04T00:00:00Z,74,1-3,1,3,L,Saffron,Fox Mork Mulder,R,0
Social,1,Robin,Female,2020-09-04T00:00:00Z,74,1-3,1,3,L,Saffron,Fox Mork Mulder,R,0
Social,1,Dill,Male,2020-09-04T00:00:00Z,74,1-3,1,3,L,Saffron,Fox Mork Mulder,R,0
Social,1,Flute,Female,2020-09-04T00:00:00Z,74,1-3,1,3,L,Saffron,Fox Mork Mulder,L,1
Social,1,Black Elk,Male,2020-09-04T00:00:00Z,74,1-3,1,3,L,Saffron,Fox Mork Mulder,L,1
Social,1,Chicklet,Male,2020-09-04T00:00:00Z,74,1-3,1,3,L,Saffron,Fox Mork Mulder,L,1
Social,1,Juan,Male,2020-09-04T00:00:00Z,74,1-3,1,3,L,Saffron,Fox Mork Mulder,R,0
Social,1,Juniper,Female,2020-09-04T00:00:00Z,74,1-3,1,3,L,Saffron,Fox Mork Mulder,L,1
Social,1,Basil,Male,2020-09-04T00:00:00Z,74,1-3,1,3,L,Saffron,Fox Mork Mulder,R,0
Social,1,Rooster,Male,2020-09-04T00:00:00Z,74,1-3,1,3,L,Saffron,Fox Mork Mulder,R,0
Social,1,Robin,Female,2020-09-11T00:00:00Z,75,4-6,4,6,L,Pease Quince Saffron Zappa,Mork Sebastian Egeus Mulder Fox Ariel,L,1
Social,1,Flute,Female,2020-09-11T00:00:00Z,75,4-6,4,6,L,Pease Quince Saffron Zappa,Mork Sebastian Egeus Mulder Fox Ariel,L,1
Social,1,Dill,Male,2020-09-11T00:00:00Z,75,4-6,4,6,L,Pease Quince Saffron Zappa,Mork Sebastian Egeus Mulder Fox Ariel,L,1
Social,1,Rooster,Male,2020-09-11T00:00:00Z,75,4-6,4,6,L,Pease Quince Saffron Zappa,Mork Sebastian Egeus Mulder Fox Ariel,R,0
Social,1,Juan,Male,2020-09-11T00:00:00Z,75,4-6,4,6,L,Pease Quince Saffron Zappa,Mork Sebastian Egeus Mulder Fox Ariel,L,1
Social,1,Basil,Male,2020-09-11T00:00:00Z,75,4-6,4,6,L,Pease Quince Saffron Zappa,Mork Sebastian Egeus Mulder Fox Ariel,L,1
Social,1,Black Elk,Male,2020-09-11T00:00:00Z,75,4-6,4,6,L,Pease Quince Saffron Zappa,Mork Sebastian Egeus Mulder Fox Ariel,L,1
Social,1,Chicklet,Male,2020-09-11T00:00:00Z,75,4-6,4,6,L,Pease Quince Saffron Zappa,Mork Sebastian Egeus Mulder Fox Ariel,L,1
Social,1,Hippolyta,Female,2020-09-11T00:00:00Z,75,4-6,4,6,L,Pease Quince Saffron Zappa,Mork Sebastian Egeus Mulder Fox Ariel,L,1
Social,1,Juniper,Female,2020-09-11T00:00:00Z,75,4-6,4,6,L,Pease Quince Saffron Zappa,Mork Sebastian Egeus Mulder Fox Ariel,L,1
Social,1,Dill,Male,2020-09-14T00:00:00Z,76,2-5,2,5,L,Cash Zappa,Fox Egeus Mulder Ariel Mork,R,0
Social,1,Juniper,Female,2020-09-14T00:00:00Z,76,2-5,2,5,R,Cash Zappa,Fox Egeus Mulder Ariel Mork,R,1
Social,1,Rooster,Male,2020-09-14T00:00:00Z,76,2-5,2,5,R,Cash Zappa,Fox Egeus Mulder Ariel Mork,R,1
Social,1,Hippolyta,Female,2020-09-14T00:00:00Z,76,2-5,2,5,R,Cash Zappa,Fox Egeus Mulder Ariel Mork,L,0
Social,1,Black Elk,Male,2020-09-14T00:00:00Z,76,2-5,2,5,R,Cash Zappa,Fox Egeus Mulder Ariel Mork,R,1
Social,1,Chicklet,Male,2020-09-14T00:00:00Z,76,2-5,2,5,R,Cash Zappa,Fox Egeus Mulder Ariel Mork,R,1
Social,1,Flute,Female,2020-09-14T00:00:00Z,76,2-5,2,5,R,Cash Zappa,Fox Egeus Mulder Ariel Mork,R,1
Social,1,Juan,Male,2020-09-14T00:00:00Z,76,2-5,2,5,R,Cash Zappa,Fox Egeus Mulder Ariel Mork,L,0
Social,1,Robin,Female,2020-09-14T00:00:00Z,76,2-5,2,5,R,Cash Zappa,Fox Egeus Mulder Ariel Mork,L,0
Social,1,Basil,Male,2020-09-14T00:00:00Z,76,2-5,2,5,R,Cash Zappa,Fox Egeus Mulder Ariel Mork,R,1
Social,1,Flute,Female,2020-09-15T00:00:00Z,77,3-5,3,5,L,Cash Quince Pease,Egeus Mork Mulder Fox Ariel,R,0
Social,1,Rooster,Male,2020-09-15T00:00:00Z,77,3-5,3,5,L,Cash Quince Pease,Egeus Mork Mulder Fox Ariel,R,0
Social,1,Black Elk,Male,2020-09-15T00:00:00Z,77,3-5,3,5,L,Cash Quince Pease,Egeus Mork Mulder Fox Ariel,L,1
Social,1,Chicklet,Male,2020-09-15T00:00:00Z,77,3-5,3,5,L,Cash Quince Pease,Egeus Mork Mulder Fox Ariel,L,1
Social,1,Robin,Female,2020-09-15T00:00:00Z,77,3-5,3,5,L,Cash Quince Pease,Egeus Mork Mulder Fox Ariel,L,1
Social,1,Juan,Male,2020-09-15T00:00:00Z,77,3-5,3,5,L,Cash Quince Pease,Egeus Mork Mulder Fox Ariel,L,1
Social,1,Juniper,Female,2020-09-15T00:00:00Z,77,3-5,3,5,L,Cash Quince Pease,Egeus Mork Mulder Fox Ariel,R,0
Social,1,Dill,Male,2020-09-15T00:00:00Z,77,3-5,3,5,L,Cash Quince Pease,Egeus Mork Mulder Fox Ariel,L,1
Social,1,Hippolyta,Female,2020-09-15T00:00:00Z,77,3-5,3,5,L,Cash Quince Pease,Egeus Mork Mulder Fox Ariel,L,1
Social,1,Basil,Male,2020-09-15T00:00:00Z,77,3-5,3,5,L,Cash Quince Pease,Egeus Mork Mulder Fox Ariel,R,0
Social,1,Juniper,Female,2020-09-17T00:00:00Z,78,0-2,0,2,R,0,Mulder Fox,R,1
Social,1,Black Elk,Male,2020-09-17T00:00:00Z,78,0-2,0,2,R,0,Mulder Fox,R,1
Social,1,Rooster,Male,2020-09-17T00:00:00Z,78,0-2,0,2,R,0,Mulder Fox,L,0
Social,1,Hippolyta,Female,2020-09-17T00:00:00Z,78,0-2,0,2,R,0,Mulder Fox,L,0
Social,1,Flute,Female,2020-09-17T00:00:00Z,78,0-2,0,2,R,0,Mulder Fox,R,1
Social,1,Dill,Male,2020-09-17T00:00:00Z,78,0-2,0,2,R,0,Mulder Fox,L,0
Social,1,Juan,Male,2020-09-17T00:00:00Z,78,0-2,0,2,R,0,Mulder Fox,L,0
Social,1,Basil,Male,2020-09-17T00:00:00Z,78,0-2,0,2,R,0,Mulder Fox,L,0
Social,1,Chicklet,Male,2020-09-17T00:00:00Z,78,0-2,0,2,R,0,Mulder Fox,L,0
Social,1,Robin,Female,2020-09-17T00:00:00Z,78,0-2,0,2,R,0,Mulder Fox,L,0
Social,1,Juniper,Female,2020-09-18T00:00:00Z,79,0-4,0,4,L,0,Mork Egeus Fox Ariel,L,1
Social,1,Flute,Female,2020-09-18T00:00:00Z,79,0-4,0,4,L,0,Mork Egeus Fox Ariel,R,0
Social,1,Basil,Male,2020-09-18T00:00:00Z,79,0-4,0,4,L,0,Mork Egeus Fox Ariel,L,1
Social,1,Chicklet,Male,2020-09-18T00:00:00Z,79,0-4,0,4,L,0,Mork Egeus Fox Ariel,L,1
Social,1,Hippolyta,Female,2020-09-18T00:00:00Z,79,0-4,0,4,L,0,Mork Egeus Fox Ariel,R,0
Social,1,Dill,Male,2020-09-18T00:00:00Z,79,0-4,0,4,L,0,Mork Egeus Fox Ariel,L,1
Social,1,Juan,Male,2020-09-18T00:00:00Z,79,0-4,0,4,L,0,Mork Egeus Fox Ariel,R,0
Social,1,Rooster,Male,2020-09-18T00:00:00Z,79,0-4,0,4,L,0,Mork Egeus Fox Ariel,L,1
Social,1,Robin,Female,2020-09-18T00:00:00Z,79,0-4,0,4,L,0,Mork Egeus Fox Ariel,L,1
Social,1,Black Elk,Male,2020-09-18T00:00:00Z,79,0-4,0,4,L,0,Mork Egeus Fox Ariel,L,1
Social,1,Basil,Male,2020-09-21T00:00:00Z,80,1-4,1,4,R,Zappa,Sebastian Mulder Egeus Ariel,R,1
Social,1,Juniper,Female,2020-09-21T00:00:00Z,80,1-4,1,4,R,Zappa,Sebastian Mulder Egeus Ariel,R,1
Social,1,Rooster,Male,2020-09-21T00:00:00Z,80,1-4,1,4,R,Zappa,Sebastian Mulder Egeus Ariel,L,0
Social,1,Black Elk,Male,2020-09-21T00:00:00Z,80,1-4,1,4,R,Zappa,Sebastian Mulder Egeus Ariel,L,0
Social,1,Flute,Female,2020-09-21T00:00:00Z,80,1-4,1,4,R,Zappa,Sebastian Mulder Egeus Ariel,R,1
Social,1,Dill,Male,2020-09-21T00:00:00Z,80,1-4,1,4,R,Zappa,Sebastian Mulder Egeus Ariel,R,1
Social,1,Chicklet,Male,2020-09-21T00:00:00Z,80,1-4,1,4,R,Zappa,Sebastian Mulder Egeus Ariel,R,1
Social,1,Juan,Male,2020-09-21T00:00:00Z,80,1-4,1,4,R,Zappa,Sebastian Mulder Egeus Ariel,R,1
Social,1,Robin,Female,2020-09-21T00:00:00Z,80,1-4,1,4,R,Zappa,Sebastian Mulder Egeus Ariel,L,0
Social,1,Hippolyta,Female,2020-09-21T00:00:00Z,80,1-4,1,4,R,Zappa,Sebastian Mulder Egeus Ariel,R,1
Social,1,Basil,Male,2020-09-22T00:00:00Z,81,5-6,5,6,R,Saffron Zappa Pease Cash Quince,Egeus Mork Mulder Sebastian Fox Ariel,L,0
Social,1,Chicklet,Male,2020-09-22T00:00:00Z,81,5-6,5,6,R,Saffron Zappa Pease Cash Quince,Egeus Mork Mulder Sebastian Fox Ariel,R,1
Social,1,Juniper,Female,2020-09-22T00:00:00Z,81,5-6,5,6,R,Saffron Zappa Pease Cash Quince,Egeus Mork Mulder Sebastian Fox Ariel,R,1
Social,1,Black Elk,Male,2020-09-22T00:00:00Z,81,5-6,5,6,R,Saffron Zappa Pease Cash Quince,Egeus Mork Mulder Sebastian Fox Ariel,R,1
Social,1,Rooster,Male,2020-09-22T00:00:00Z,81,5-6,5,6,R,Saffron Zappa Pease Cash Quince,Egeus Mork Mulder Sebastian Fox Ariel,R,1
Social,1,Robin,Female,2020-09-22T00:00:00Z,81,5-6,5,6,R,Saffron Zappa Pease Cash Quince,Egeus Mork Mulder Sebastian Fox Ariel,L,0
Social,1,Dill,Male,2020-09-22T00:00:00Z,81,5-6,5,6,R,Saffron Zappa Pease Cash Quince,Egeus Mork Mulder Sebastian Fox Ariel,L,0
Social,1,Flute,Female,2020-09-22T00:00:00Z,81,5-6,5,6,R,Saffron Zappa Pease Cash Quince,Egeus Mork Mulder Sebastian Fox Ariel,R,1
Social,1,Juan,Male,2020-09-22T00:00:00Z,81,5-6,5,6,R,Saffron Zappa Pease Cash Quince,Egeus Mork Mulder Sebastian Fox Ariel,R,1
Social,1,Hippolyta,Female,2020-09-22T00:00:00Z,81,5-6,5,6,R,Saffron Zappa Pease Cash Quince,Egeus Mork Mulder Sebastian Fox Ariel,R,1
Social,1,Juan,Male,2020-09-23T00:00:00Z,82,0-5,0,5,L,0,Mork Mulder Sebastian Fox Egeus,R,0
Social,1,Black Elk,Male,2020-09-23T00:00:00Z,82,0-5,0,5,L,0,Mork Mulder Sebastian Fox Egeus,L,1
Social,1,Juniper,Female,2020-09-23T00:00:00Z,82,0-5,0,5,L,0,Mork Mulder Sebastian Fox Egeus,L,1
Social,1,Rooster,Male,2020-09-23T00:00:00Z,82,0-5,0,5,L,0,Mork Mulder Sebastian Fox Egeus,L,1
Social,1,Hippolyta,Female,2020-09-23T00:00:00Z,82,0-5,0,5,L,0,Mork Mulder Sebastian Fox Egeus,R,0
Social,1,Flute,Female,2020-09-23T00:00:00Z,82,0-5,0,5,L,0,Mork Mulder Sebastian Fox Egeus,L,1
Social,1,Basil,Male,2020-09-23T00:00:00Z,82,0-5,0,5,L,0,Mork Mulder Sebastian Fox Egeus,L,1
Social,1,Dill,Male,2020-09-23T00:00:00Z,82,0-5,0,5,L,0,Mork Mulder Sebastian Fox Egeus,L,1
Social,1,Chicklet,Male,2020-09-23T00:00:00Z,82,0-5,0,5,L,0,Mork Mulder Sebastian Fox Egeus,L,1
Social,1,Robin,Female,2020-09-23T00:00:00Z,82,0-5,0,5,L,0,Mork Mulder Sebastian Fox Egeus,L,1
Social,1,Rooster,Male,2020-09-24T00:00:00Z,83,4-5,4,5,R,Pease Saffron Cash Zappa,Fox Mork Sebastian Egeus Ariel,L,0
Social,1,Dill,Male,2020-09-24T00:00:00Z,83,4-5,4,5,R,Pease Saffron Cash Zappa,Fox Mork Sebastian Egeus Ariel,L,0
Social,1,Hippolyta,Female,2020-09-24T00:00:00Z,83,4-5,4,5,R,Pease Saffron Cash Zappa,Fox Mork Sebastian Egeus Ariel,L,0
Social,1,Juniper,Female,2020-09-24T00:00:00Z,83,4-5,4,5,R,Pease Saffron Cash Zappa,Fox Mork Sebastian Egeus Ariel,R,1
Social,1,Chicklet,Male,2020-09-24T00:00:00Z,83,4-5,4,5,R,Pease Saffron Cash Zappa,Fox Mork Sebastian Egeus Ariel,R,1
Social,1,Basil,Male,2020-09-24T00:00:00Z,83,4-5,4,5,R,Pease Saffron Cash Zappa,Fox Mork Sebastian Egeus Ariel,L,0
Social,1,Juan,Male,2020-09-24T00:00:00Z,83,4-5,4,5,R,Pease Saffron Cash Zappa,Fox Mork Sebastian Egeus Ariel,L,0
Social,1,Robin,Female,2020-09-24T00:00:00Z,83,4-5,4,5,R,Pease Saffron Cash Zappa,Fox Mork Sebastian Egeus Ariel,L,0
Social,1,Black Elk,Male,2020-09-24T00:00:00Z,83,4-5,4,5,R,Pease Saffron Cash Zappa,Fox Mork Sebastian Egeus Ariel,R,1
Social,1,Flute,Female,2020-09-24T00:00:00Z,83,4-5,4,5,R,Pease Saffron Cash Zappa,Fox Mork Sebastian Egeus Ariel,R,1
Social,1,Juan,Male,2020-09-25T00:00:00Z,84,0-6,0,6,L,0,Mork Mulder Fox Ariel Sebastian Egeus,R,0
Social,1,Chicklet,Male,2020-09-25T00:00:00Z,84,0-6,0,6,L,0,Mork Mulder Fox Ariel Sebastian Egeus,L,1
Social,1,Black Elk,Male,2020-09-25T00:00:00Z,84,0-6,0,6,L,0,Mork Mulder Fox Ariel Sebastian Egeus,L,1
Social,1,Flute,Female,2020-09-25T00:00:00Z,84,0-6,0,6,L,0,Mork Mulder Fox Ariel Sebastian Egeus,L,1
Social,1,Rooster,Male,2020-09-25T00:00:00Z,84,0-6,0,6,L,0,Mork Mulder Fox Ariel Sebastian Egeus,R,0
Social,1,Juniper,Female,2020-09-25T00:00:00Z,84,0-6,0,6,L,0,Mork Mulder Fox Ariel Sebastian Egeus,L,1
Social,1,Basil,Male,2020-09-25T00:00:00Z,84,0-6,0,6,L,0,Mork Mulder Fox Ariel Sebastian Egeus,L,1
Social,1,Robin,Female,2020-09-25T00:00:00Z,84,0-6,0,6,L,0,Mork Mulder Fox Ariel Sebastian Egeus,L,1
Social,1,Hippolyta,Female,2020-09-25T00:00:00Z,84,0-6,0,6,L,0,Mork Mulder Fox Ariel Sebastian Egeus,L,1
Social,1,Dill,Male,2020-09-25T00:00:00Z,84,0-6,0,6,L,0,Mork Mulder Fox Ariel Sebastian Egeus,L,1
Social,1,Robin,Female,2020-09-28T00:00:00Z,85,0-6,0,6,L,0,Egeus Mulder Ariel Mork Sebastian Fox,R,0
Social,1,Juniper,Female,2020-09-28T00:00:00Z,85,0-6,0,6,L,0,Egeus Mulder Ariel Mork Sebastian Fox,R,0
Social,1,Flute,Female,2020-09-28T00:00:00Z,85,0-6,0,6,L,0,Egeus Mulder Ariel Mork Sebastian Fox,R,0
Social,1,Basil,Male,2020-09-28T00:00:00Z,85,0-6,0,6,L,0,Egeus Mulder Ariel Mork Sebastian Fox,R,0
Social,1,Hippolyta,Female,2020-09-28T00:00:00Z,85,0-6,0,6,L,0,Egeus Mulder Ariel Mork Sebastian Fox,L,1
Social,1,Dill,Male,2020-09-28T00:00:00Z,85,0-6,0,6,L,0,Egeus Mulder Ariel Mork Sebastian Fox,L,1
Social,1,Rooster,Male,2020-09-28T00:00:00Z,85,0-6,0,6,L,0,Egeus Mulder Ariel Mork Sebastian Fox,L,1
Social,1,Black Elk,Male,2020-09-28T00:00:00Z,85,0-6,0,6,L,0,Egeus Mulder Ariel Mork Sebastian Fox,R,0
Social,1,Chicklet,Male,2020-09-28T00:00:00Z,85,0-6,0,6,L,0,Egeus Mulder Ariel Mork Sebastian Fox,R,0
Social,1,Juan,Male,2020-09-28T00:00:00Z,85,0-6,0,6,L,0,Egeus Mulder Ariel Mork Sebastian Fox,R,0
Social,1,Flute,Female,2020-09-30T00:00:00Z,86,1-3,1,3,R,Saffron,Fox Egeus Mork,R,1
Social,1,Rooster,Male,2020-09-30T00:00:00Z,86,1-3,1,3,R,Saffron,Fox Egeus Mork,L,0
